ID,SKU,Category,Group,Type,Name,"Short description",Description,Stock,"Low stock amount","Backorders allowed?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Regular price",Categories,Images,"Meta: vn_name","Meta: vn_price","Meta: vn_contact","Meta: comp_name","Meta: comp_price","Meta: est_freight","Meta: shelf_no","Meta: restock_qty","Meta: days_out"
6879,P-FIT-ANCS803K,prt,fit,variable,"Adapter Nipple - Steel - Coated - Sch 80 - 3,000 psi","Coated Adapter Nipples.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-adapter-nipple-2.jpg,,,,,,,,,
5321,P-FIT-ANS402K,prt,fit,variable,"Adapter Nipple - Steel - Sch 40 - 2,000 psi","We offer high quality affordable fittings.","Adapter nipple convert from one connection type to another.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/nipple-adapter.jpg,,,,,,,,,
5322,P-FIT-ANS803K,prt,fit,variable,"Adapter Nipple - Steel - Sch 80 - 3,000 psi","We offer high quality affordable fittings.","Adapter nipple convert from one connection type to another.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/nipple-adapter.jpg,,,,,,,,,
5329,P-FIT-BPLGXHSS,prt,fit,variable,"Bull Plug - Extra Heavy - 316ss - 3,000 psi","We offer high quality affordable fittings.","Bull plugs are easy to grip with a wrench. The tapped option can be used to fit a pressure gauge or smaller connection to the plug.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ss-bull-plug-tapped.jpg,,,,,,,,,
8515,P-FIT-BPLGXHJ5,prt,fit,variable,"Bull Plug - Extra Heavy - J55 - 8RD","8 round thread bull plugs.","Rugged and corrosion-resistant, J55 8RD Bull Plugs are built to withstand harsh downhole and surface conditions, providing dependable performance in drilling, completion, and production operations.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/fs-bull-plug.jpg,,,,,,,,,
5330,P-FIT-BPLGFSXH,prt,fit,variable,"Bull Plug - Forged Steel - Extra Heavy - 3,000 psi","We offer high quality affordable fittings.","Bull plugs are easy to grip with a wrench. The tapped option can be used to fit a pressure gauge or smaller connection to the plug.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/fs-bull-plug.jpg,,,,,,,,,
5331,P-FIT-BPLGFSSD,prt,fit,variable,"Bull Plug - Forged Steel - Standard - 2,000 psi","We offer high quality affordable fittings.","Bull plugs are easy to grip with a wrench. The tapped option can be used to fit a pressure gauge or smaller connection to the plug.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/fs-bull-plug.jpg,,,,,,,,,
6882,P-FIT-BPLGSCXH,prt,fit,variable,"Bull Plug - Steel - Coated - Extra Heavy - 3,000 psi","Coated Bull Plugs.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-bull-plug-threaded-1.jpg,,,,,,,,,
7673,P-FIT-CBI150,prt,fit,variable,"Cap - Black Iron - 150 psi","We offer high quality affordable fittings.","Caps have a female thread and are used to seal off pipe ends.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/09/cap-black.jpg,,,,,,,,,
4330,P-FIT-CPD160,prt,fit,variable,"Cap - Poly - DR11 - 160 psi",,,,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/07/fusion-cap.jpg,,,,,,,,,
8816,P-FIT-CONPLY3K,prt,fit,variable,"Connector - Ell 90 - Poly - 300 psi","For chemical dosing lines.","Poly connector for chemical dosing line.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/11/connector-ell-90-poly.webp,,,,,,,,,
8943,P-FIT-CONSTRB2,prt,fit,variable,"Connector - Straight - Brass - 200 psi","High quality guarantee. Low cost advantage.","Brass compression fittings.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/12/connector-straight-brass.webp,,,,,,,,,
8945,P-FIT-CONSTRPL,prt,fit,variable,"Connector - Straight - Poly - 150 psi","High quality guarantee. Low cost advantage.","Plastic compression adapter.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/12/connector-straight-poly-comp-x-comp.webp,,,,,,,,,
8819,P-FIT-CONSTRPL2,prt,fit,variable,"Connector - Straight - Poly - 300 psi","For chemical dosing lines.","Poly connector for chemical dosing line.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/11/connector-straight-poly.webp,,,,,,,,,
5338,P-FIT-CPLBI,prt,fit,variable,"Coupling - Black Iron - 150 psi","We offer high quality affordable fittings.","Couplings have female connections on both ends.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/mi-coupling.jpg,,,,,,,,,
5339,P-FIT-CPLFRG,prt,fit,variable,"Coupling - Forged Steel - 3,000 psi","We offer high quality affordable fittings.","Couplings have female connections on both ends.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/fs-coupling.jpg,,,,,,,,,
5340,P-FIT-CPLSS,prt,fit,variable,"Coupling - Stainless - 316ss","We offer high quality affordable fittings.","Couplings have female connections on both ends.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ss-coupling.jpg,,,,,,,,,
3624,P-FIT-CPLSCXH,prt,fit,variable,"Coupling - Steel - Coated - Extra Heavy - 3000 psi","Coated Extra Heavy Couplings.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/03/coupling.jpg,,,,,,,,,
6925,P-FIT-CPLSCSD,prt,fit,variable,"Coupling - Steel - Coated - Standard - 1000 psi","Coated Couplings.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/03/coupling.jpg,,,,,,,,,
6885,P-FIT-EL45DICG,prt,fit,variable,"Ell 45 - Ductile Iron - Coated - Grooved - Standard - 1000 psi","Coated 45 Degree Grooved Elbows.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-ell-45-groove-1.jpg,,,,,,,,,
6715,P-FIT-EL45DIG,prt,fit,variable,"Ell 45 - Ductile Iron - Grooved - Standard - 1000 psi","We offer high quality and affordable fittings.","These fittings have a 45 degree angle with a grooved connection on each end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/ell-45-steel-grooved.jpg,,,,,,,,,
5346,P-FIT-EL45FRG,prt,fit,variable,"Ell 45 - Forged Steel - 2,000 psi","We offer high quality affordable fittings.","Elbows have a female connection on either end. Used to create a 45 degree bend in a pipe line.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/fs-ell-45.jpg,,,,,,,,,
4319,P-FIT-EL45PLY,prt,fit,variable,"Ell 45 - Poly - DR11 - 160 psi",,,,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/07/fusion-45-ell.jpg,,,,,,,,,
7675,P-FIT-EL45SS,prt,fit,variable,"Ell 45 - Stainless - 316ss - 150 psi","We offer high quality affordable fittings.","Elbows have a female connection on either end. Used to create a 45 degree bend in a pipe line.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/09/ell-45-stainless.jpg,,,,,,,,,
6889,P-FIT-EL45SC,prt,fit,variable,"Ell 45 - Steel - Coated - Extra Heavy - 2,000 psi","Coated 45 Degree Elbows.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-ell-45-threaded-1.jpg,,,,,,,,,
5347,P-FIT-EL90BI,prt,fit,variable,"Ell 90 - Black Iron - 150 psi","We offer high quality affordable fittings.","Elbows have a female connection on either end. Used to create a 90 degree bend in a pipe line.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/mi-ell-90.jpg,,,,,,,,,
6892,P-FIT-EL90DICG,prt,fit,variable,"Ell 90 - Ductile Iron - Coated - Grooved - Standard - 1000 psi","Coated 90 Degree Grooved Elbows.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-ell-90-groove-2.jpg,,,,,,,,,
6725,P-FIT-EL90DIG,prt,fit,variable,"Ell 90 - Ductile Iron - Grooved - Standard - 1000 psi","We offer high quality and affordable fittings.","These fittings have a 90 degree angle with a grooved connection on each end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/ell-90-steel-grooved.jpg,,,,,,,,,
5348,P-FIT-EL90FRG,prt,fit,variable,"Ell 90 - Forged Steel - 2,000 psi","We offer high quality affordable fittings.","Elbows have a female connection on either end. Used to create a 90 degree bend in a pipe line.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/fs-ell-90.jpg,,,,,,,,,
4315,P-FIT-EL90PLY,prt,fit,variable,"Ell 90 - Poly - DR11 - 160 psi",,,,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/07/fusion-90-ell.jpg,,,,,,,,,
9261,P-FIT-EL90SS,prt,fit,variable,"Ell 90 - Stainless - 316ss - 150 psi","We offer high quality affordable fittings.","Elbows have a female connection on either end. Used to create a 90 degree bend in a pipe line.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2026/01/ell-90-stainless-class-150.webp,,,,,,,,,
3613,P-FIT-EL90SC,prt,fit,variable,"Ell 90 - Steel - Coated - Extra Heavy - 2000 psi","Coated Extra Heavy 90 Degree Elbows.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/03/elbow90.jpg,,,,,,,,,
9142,P-FIT-FLGSS304,prt,fit,variable,"Flange - Stainless - 304ss - 150 psi","Stainless steel flanges.","Stainless steel flange. Class 150, ANSI B16.5.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2026/01/flange_stainless_steel.webp,,,,,,,,,
5355,P-FIT-GRVCP1K,prt,fit,variable,"Grooved Coupling - Buna Gasket - 1,000 psi","We offer high quality affordable fittings.","Used to joint grooved male connections.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/grooved-coupling-red.jpg,,,,,,,,,
5354,P-FIT-GRVCP2K,prt,fit,variable,"Grooved Coupling - Buna Gasket - 2,500 psi","We offer high quality affordable fittings.","Used to joint grooved male connections.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/grooved-coupling-red.jpg,,,,,,,,,
5353,P-FIT-GRVCP730,prt,fit,variable,"Grooved Coupling - Fig 7305","We offer high quality affordable fittings.","Used to joint poly pipe ends without fusing them.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/grooved-coupling-fig-7305.jpg,,,,,,,,,
5359,P-FIT-GJUBI,prt,fit,variable,"Ground Joint Union - Black Iron - 150 psi","Used to connect pipes.","Ground joint unions have a specially ground mating surface, providing a superior seal.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ground-joint-union.jpg,,,,,,,,,
5799,P-FIT-HMUSSF20,prt,fit,variable,"Hammer Unions - Stainless - Fig 200 - 2000 psi","Quality Hammer Unions.","Hammer unions allow for quick connections in pipelines and flexible hose assemblies. They are rugged and provide an excellent seal. We have various size, pressure, and material options depending on your need.
\n<ul>
\n 	<li>Figure 100 - Rated for 1000PSI, black nut, yellow subs.</li>
\n 	<li>Figure 200 - Rated for 2000PSI, blue nut, grey subs.</li>
\n 	<li>Figure 206 - Rated for 2000PSI, O-Ring Seal, 316SS Subs, blue nut, green subs.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/hammer-unions.jpg,,,,,,,,,
5808,P-FIT-HMUSSF202,prt,fit,variable,"Hammer Unions - Stainless - Fig 206 - 2000 psi","Quality Hammer Unions.","Hammer unions allow for quick connections in pipelines and flexible hose assemblies. They are rugged and provide an excellent seal. We have various size, pressure, and material options depending on your need.
\n<ul>
\n 	<li>Figure 100 - Rated for 1000PSI, black nut, yellow subs.</li>
\n 	<li>Figure 200 - Rated for 2000PSI, blue nut, grey subs.</li>
\n 	<li>Figure 206 - Rated for 2000PSI, O-Ring Seal, 316SS Subs, blue nut, green subs.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/hammer-unions.jpg,,,,,,,,,
5781,P-FIT-HMUSF100,prt,fit,variable,"Hammer Unions - Steel - Fig 100 - 1000 psi","Quality Hammer Unions.","Hammer unions allow for quick connections in pipelines and flexible hose assemblies. They are rugged and provide an excellent seal. We have various size, pressure, and material options depending on your need.
\n<ul>
\n 	<li>Figure 100 - Rated for 1000PSI, black nut, yellow subs.</li>
\n 	<li>Figure 200 - Rated for 2000PSI, blue nut, grey subs.</li>
\n 	<li>Figure 206 - Rated for 2000PSI, O-Ring Seal, 316SS Subs, blue nut, green subs.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/hammer-unions.jpg,,,,,,,,,
5790,P-FIT-HMUSF200,prt,fit,variable,"Hammer Unions - Steel - Fig 200 - 2000 psi","Quality Hammer Unions.","Hammer unions allow for quick connections in pipelines and flexible hose assemblies. They are rugged and provide an excellent seal. We have various size, pressure, and material options depending on your need.
\n<ul>
\n 	<li>Figure 100 - Rated for 1000PSI, black nut, yellow subs.</li>
\n 	<li>Figure 200 - Rated for 2000PSI, blue nut, grey subs.</li>
\n 	<li>Figure 206 - Rated for 2000PSI, O-Ring Seal, 316SS Subs, blue nut, green subs.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/hammer-unions.jpg,,,,,,,,,
5361,P-FIT-HXBSHBI,prt,fit,variable,"Hex Bushing - Black Iron - 150 psi","We offer high quality affordable fittings.","Hex bushing have a larger male connection on one end and a smaller female connection on the other end. They have a hexagonal wrench grip.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/mi-hex-bushing.jpg,,,,,,,,,
5362,P-FIT-HXBSHFRG,prt,fit,variable,"Hex Bushing - Forged Steel - 3,000 psi","We offer high quality affordable fittings.","Hex bushing have a larger male connection on one end and a smaller female connection on the other end. They have a hexagonal wrench grip.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/fs-hex-bushing.jpg,,,,,,,,,
6825,P-FIT-HXBSHSS,prt,fit,variable,"Hex Bushing - Stainless - 316ss - 150 psi","We offer high quality affordable fittings.","Hex bushings have a larger male connection on one end and a smaller female connection on the other end. They have a hexagonal wrench grip.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ss-hex-bushing.jpg,,,,,,,,,
5888,P-FIT-HXBSHSS2,prt,fit,variable,"Hex Bushing - Stainless - 316ss - 3000 psi","We offer high quality affordable fittings.","Hex bushing have a larger male connection on one end and a smaller female connection on the other end. They have a hexagonal wrench grip.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ss-hex-bushing.jpg,,,,,,,,,
6896,P-FIT-HXBSHSCX,prt,fit,variable,"Hex Bushing - Steel - Coated - Extra Heavy - 3000 psi","Coated Hex Bushings.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/03/bushing.jpg,,,,,,,,,
3617,P-FIT-HXBSHSCS,prt,fit,variable,"Hex Bushing - Steel - Coated - Standard - 1000 psi","Coated Standard Hex Bushings.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/03/bushing.jpg,,,,,,,,,
5363,P-FIT-HXPLGFRG,prt,fit,variable,"Hex Plug - Forged Steel - 3,000 psi","We offer high quality affordable fittings.","Hex plugs are an inexpensive way to seal the end of a pipe line. They have a male connection and an hexagonal wrench grip.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/fs-hex-plug.jpg,,,,,,,,,
5364,P-FIT-HXPLGSS,prt,fit,variable,"Hex Plug - Stainless - 316ss - 3,000 psi","We offer high quality affordable fittings.","Hex plugs are an inexpensive way to seal the end of a pipe line. They have a male connection and an hexagonal wrench grip.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ss-hex-plug.jpg,,,,,,,,,
3628,P-FIT-HXPLGSCX,prt,fit,variable,"Hex Plug - Steel - Coated - Extra Heavy - 3000 psi","Coated Hex Plugs.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/03/plug.jpg,,,,,,,,,
6581,P-FIT-KCNIPBI,prt,fit,variable,"KC Nipple - Black Iron - Zinc Plated - Sch 40 - 150 psi","King Combination Nipples","KC Nipples, also known as King Combination Nipples, have male NPT threads on one end and a barbed hose shank on the other end. They ensure secure connections between hoses and threaded components like pipes, valves, and pumps.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/04/kc-nipple-zinc-plated.jpg,,,,,,,,,
6588,P-FIT-KCNIPB,prt,fit,variable,"KC Nipple - Brass - Sch 40 - 150 psi","King Combination Nipples","KC Nipples, also known as King Combination Nipples, have male NPT threads on one end and a barbed hose shank on the other end. They ensure secure connections between hoses and threaded components like pipes, valves, and pumps.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/04/kc-nipple-brass.jpg,,,,,,,,,
6591,P-FIT-KCNIPSS,prt,fit,variable,"KC Nipple - Stainless - 316ss - Sch 40 - 150 psi","King Combination Nipples","KC Nipples, also known as King Combination Nipples, have male NPT threads on one end and a barbed hose shank on the other end. They ensure secure connections between hoses and threaded components like pipes, valves, and pumps.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/04/kc-nipple-stainless-steel.jpg,,,,,,,,,
5366,P-FIT-NIPBI401,prt,fit,variable,"Nipple - Black Iron - Sch 40 - 150 psi","We offer high quality affordable fittings.","Nipples have a male connection on either end of a pipe.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/black-pipe-nipple.jpg,,,,,,,,,
5976,P-FIT-NIPB40,prt,fit,variable,"Nipple - Brass - Sch 40","We'll add more options ASAP!","Brass does great against corrosion.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/02/nipple-brass.jpg,,,,,,,,,
8519,P-FIT-NIPBSL80,prt,fit,variable,"Nipple - Brass - Seamless - Sch 80","High quality and affordable.","Brass nipples are corrosion resistant and don't have problems with galling like stainless steel nipples.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/02/nipple-brass.jpg,,,,,,,,,
5367,P-FIT-NIPSSSL4,prt,fit,variable,"Nipple - Stainless - 316ss - Seamless - Sch 40","We offer high quality affordable fittings.","Nipples have a male connection on either end of a pipe.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ss-nipple-close.jpg,,,,,,,,,
6049,P-FIT-NIPSSSL8,prt,fit,variable,"Nipple - Stainless - 316ss - Seamless - Sch 80","We offer high quality and affordable pipe nipples.","Stainless steel has excellent corrosion resistance.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/02/nipple-stainless.jpg,,,,,,,,,
6898,P-FIT-NIPSCSLG,prt,fit,variable,"Nipple - Steel - Coated - Seamless - Grooved - 1000 psi","Coated Grooved Pipe Nipples.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-nipple-grooved-1.jpg,,,,,,,,,
6902,P-FIT-NIPSCSLG2,prt,fit,variable,"Nipple - Steel - Coated - Seamless - Grooved - 2500 psi","Coated Grooved Pipe Nipples.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-nipple-grooved-1.jpg,,,,,,,,,
3173,P-FIT-NIPSCSL8,prt,fit,variable,"Nipple - Steel - Coated - Seamless - Sch 80","Coated Schedule 80 Nipples.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/03/nipple.jpg,,,,,,,,,
6734,P-FIT-NIPSSLG1,prt,fit,variable,"Nipple - Steel - Seamless - Grooved - 1000 psi","We offer high quality and affordable fittings.","These pipe nipples have a grooved connection on each end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/nipple-steel-grooved.jpg,,,,,,,,,
6730,P-FIT-NIPSSLG2,prt,fit,variable,"Nipple - Steel - Seamless - Grooved - 2500 psi","We offer high quality and affordable fittings.","These pipe nipple have a grooved connection on each end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/nipple-steel-grooved.jpg,,,,,,,,,
5368,P-FIT-NIPSSL40,prt,fit,variable,"Nipple - Steel - Seamless - Sch 40","We offer high quality affordable fittings.","Nipples have a male connection on either end of a pipe.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/seamless-pipe-nipple.jpg,,,,,,,,,
5369,P-FIT-NIPSSL80,prt,fit,variable,"Nipple - Steel - Seamless - Sch 80","We offer high quality affordable fittings.","Nipples have a male connection on either end of a pipe.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/seamless-pipe-nipple.jpg,,,,,,,,,
5373,P-FIT-PSKT,prt,fit,variable,"Poly Socket Coupling - 145 psi","We offer high quality affordable fittings.","Used to fuse two male poly connections into a sturdy sockets.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/poly-coupling.jpg,,,,,,,,,
5375,P-FIT-PTRNSST,prt,fit,variable,"Poly Transition - Stainless - 304ss - Thread - DR11 - 160 psi","We offer high quality affordable fittings.","Poly transitions change from a male poly pipe connection to another male connection type.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/poly-fitting-transition-ss-thread.jpg,,,,,,,,,
5376,P-FIT-PTRNSSG,prt,fit,variable,"Poly Transition - Stainless - 316ss - Groove - DR11 - 160 psi","We offer high quality affordable fittings.","Poly transitions change from a male poly pipe connection to another male connection type.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/poly-fitting-transition-steel-grooved.jpg,,,,,,,,,
5817,P-FIT-PTRNSCG,prt,fit,variable,"Poly Transition – Steel - Coated – Groove – DR11 – 160 psi",,,,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/07/fusion-transition-grvd.jpg,,,,,,,,,
5829,P-FIT-PTRNSCT,prt,fit,variable,"Poly Transition – Steel – Coated - Thread – DR11 – 160 psi",,,,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/07/fusion-transition-thrd.jpg,,,,,,,,,
5374,P-FIT-PTRNSG,prt,fit,variable,"Poly Transition - Steel - Groove - DR11 - 160 psi","We offer high quality affordable fittings.","Poly transitions change from a male poly pipe connection to another male connection type.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/poly-fitting-transition-steel-grooved.jpg,,,,,,,,,
5377,P-FIT-PTRNST,prt,fit,variable,"Poly Transition - Steel - Thread - DR11 - 160 psi","We offer high quality affordable fittings.","Poly transitions change from a male poly pipe connection to another male connection type.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/poly-fitting-transition-ss-thread.jpg,,,,,,,,,
4327,P-FIT-RDCPLY,prt,fit,variable,"Reducer - Poly - DR11 - 160 psi",,,,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/07/fusion-reducer.jpg,,,,,,,,,
7679,P-FIT-SQPLGBI,prt,fit,variable,"Square Head Plug - Black Iron - 150 psi","We offer high quality affordable fittings.","Square head plugs are an inexpensive way to seal the end of a pipe line. They have a male connection and an square wrench grip.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/09/square-head-plug-black-iron.jpg,,,,,,,,,
5383,P-FIT-SQPLGFRG,prt,fit,variable,"Square Head Plug - Forged Steel - 3,000 psi","We offer high quality affordable fittings.","Square head plugs are an inexpensive way to seal the end of a pipe line. They have a male connection and an square wrench grip.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/fs-square-plug.jpg,,,,,,,,,
5385,P-FIT-ELS90BI,prt,fit,variable,"Street Ell 90 - Black Iron - 150 psi","We offer high quality affordable fittings.","Street elbows have a female connection on one end and a male connection on the other. Used to create a 90 degree bend in a pipe line.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/mi-street-ell-90.jpg,,,,,,,,,
5356,P-FIT-SWGDIG0K,prt,fit,variable,"Swage - Ductile Iron - Grooved - 1,000 psi","We offer high quality affordable fittings.","Swages change pipe diameter with a male connection on either end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/grooved-swage-ductile-iron.jpg,,,,,,,,,
9021,P-FIT-SWGJ55CX,prt,fit,variable,"Swage - J55 - Coated - Extra Heavy - 7000 psi","High quality guarantee. Low cost advantage.","Corrosion and abrasion resistant coated swage.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/12/swage-j55-coated.webp,,,,,,,,,
5389,P-FIT-SWGSSXH,prt,fit,variable,"Swage - Stainless - 316ss - Extra Heavy","We offer high quality affordable fittings.","Swages change pipe diameter with a male connection on either end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/seamless-swage-nipple.jpg,,,,,,,,,
6906,P-FIT-SWGSCSLX,prt,fit,variable,"Swage - Steel - Coated - Seamless - Extra Heavy","Coated Swages.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-swage-threaded-1.jpg,,,,,,,,,
6909,P-FIT-SWGSCSLG,prt,fit,variable,"Swage - Steel - Coated - Seamless - Grooved - 1000 psi","Coated Grooved Swages.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-swage-grooved-1.jpg,,,,,,,,,
6912,P-FIT-SWGSCSLG2,prt,fit,variable,"Swage - Steel - Coated - Seamless - Grooved - 2500 psi","Coated Grooved Swages.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-swage-grooved-1.jpg,,,,,,,,,
